Job Title,Salary Estimate,Salary_Min,Salary_Max,Salary_Mid,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,lat,lng,STATE
Public Health/Data Analyst,$28K-$50K (Glassdoor est.),28000,50000,39000,3.6,"CACI International
3.6","Atlanta, GA","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",-1,33.7627,-84.4224,GA
Senior Data Analyst - Financial Engineering,$28K-$50K (Glassdoor est.),28000,50000,39000,2.8,"Intercontinental Exchange
2.8","Atlanta, GA","Atlanta, GA",1001 to 5000 employees,2000,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,-1,33.7627,-84.4224,GA
Data Warehouse QA Analyst,$28K-$50K (Glassdoor est.),28000,50000,39000,2.8,"Intercontinental Exchange
2.8","Atlanta, GA","Atlanta, GA",1001 to 5000 employees,2000,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,-1,33.7627,-84.4224,GA
Data Analyst II,$28K-$50K (Glassdoor est.),28000,50000,39000,4.1,"Kforce
4.1","Duluth, GA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,34.0053,-84.1492,GA
Data Analyst Junior,$28K-$50K (Glassdoor est.),28000,50000,39000,5,"Staffigo Technical Services, LLC
5.0","Atlanta, GA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,33.7627,-84.4224,GA
Senior Business/Data Analyst,$28K-$50K (Glassdoor est.),28000,50000,39000,3.5,"The Judge Group, Inc.
3.5","Atlanta, GA","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,33.7627,-84.4224,GA
Senior Data Analyst,$28K-$50K (Glassdoor est.),28000,50000,39000,3.5,"Myers and Stauffer
3.5","Atlanta, GA","Kansas City, MO",501 to 1000 employees,1977,Company - Public,Accounting,Accounting & Legal,$100 to $500 million (USD),-1,-1,33.7627,-84.4224,GA
Data Analyst & Flight Test Engineer GRA Fall 2020 - ELSYS,$28K-$50K (Glassdoor est.),28000,50000,39000,3.6,"Georgia Tech Research Institute
3.6","Atlanta, GA","Atlanta, GA",1001 to 5000 employees,1943,Subsidiary or Business Segment,Research & Development,Business Services,$100 to $500 million (USD),"MIT Lincoln Laboratory, Johns Hopkins University Applied Physics Laboratory",-1,33.7627,-84.4224,GA
Data Analytics Analyst - BI / DW,$28K-$50K (Glassdoor est.),28000,50000,39000,-1,Expert Technical Solutions,"Atlanta, GA","Atlanta, GA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,33.7627,-84.4224,GA
Senior Data Analyst,$28K-$50K (Glassdoor est.),28000,50000,39000,4.1,"Kforce
4.1","Atlanta, GA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,33.7627,-84.4224,GA
"Sr. Data Analyst - Assurance, Advisory Management Program",$28K-$50K (Glassdoor est.),28000,50000,39000,3.6,"Home Depot
3.6","Atlanta, GA","Atlanta, GA",10000+ employees,1978,Company - Public,-1,-1,$10+ billion (USD),"Target, Walmart",-1,33.7627,-84.4224,GA
Financial and Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,-1,Practical Growth Advisors,"Marietta, GA",-1,-1,-1,-1,-1,-1,-1,-1,-1,33.9533,-84.5422,GA
Data Analyst-Qlikview,$55K-$122K (Glassdoor est.),55000,122000,88500,-1,"Capgemini America, Inc.","Atlanta, GA",-1,-1,-1,-1,-1,-1,-1,-1,-1,33.7627,-84.4224,GA
Senior Analyst - Customer Data Ops,$55K-$122K (Glassdoor est.),55000,122000,88500,2.7,"Townsend
2.7","Duluth, GA","Lafayette, LA",51 to 200 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,34.0053,-84.1492,GA
Public Health Qualitative/Quantitative Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,3.5,"ICF
3.5","Atlanta, GA","Fairfax, VA",5001 to 10000 employees,1999,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),"Booz Allen Hamilton, Abt Associates, Oliver Wyman",-1,33.7627,-84.4224,GA
Senior Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,-1,Corporate G. LLC,"Atlanta, GA","Bengaluru, India",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,33.7627,-84.4224,GA
Public Health Analyst - Data Analysis and Global Health Program Support,$55K-$122K (Glassdoor est.),55000,122000,88500,3.5,"ICF
3.5","Atlanta, GA","Fairfax, VA",5001 to 10000 employees,1999,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),"Booz Allen Hamilton, Abt Associates, Oliver Wyman",-1,33.7627,-84.4224,GA
Data Analyst Clerk,$55K-$122K (Glassdoor est.),55000,122000,88500,2.5,"Ole Mexican Foods
2.5","Norcross, GA","Norcross, GA",501 to 1000 employees,1987,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,-1,33.9379,-84.2065,GA
PeopleSoft HCM Business/Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,2.5,"Avacend, Inc.
2.5","Atlanta, GA","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,33.7627,-84.4224,GA
Senior Analyst Data Integrity Group Analytics,$55K-$122K (Glassdoor est.),55000,122000,88500,3.4,"Voya Financial
3.4","Atlanta, GA","New York, NY",5001 to 10000 employees,2013,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,-1,33.7627,-84.4224,GA
Cybersecurity Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,4.1,"Kforce
4.1","Atlanta, GA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,33.7627,-84.4224,GA
Lead Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,3.6,"Cox Automotive
3.6","Atlanta, GA","Atlanta, GA",10000+ employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"CarGurus, Carvana, CarMax",-1,33.7627,-84.4224,GA
Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,-1,LendingPoint Consolidated Inc,"Kennesaw, GA",-1,-1,-1,-1,-1,-1,-1,-1,-1,34.026,-84.6177,GA
Vendor Master Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,3.1,"Graphic Packaging
3.1","Atlanta, GA","Atlanta, GA",10000+ employees,1995,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1,33.7627,-84.4224,GA
Business Analyst - Data Warehousing,$55K-$122K (Glassdoor est.),55000,122000,88500,2.5,"Avacend, Inc.
2.5","Atlanta, GA","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,33.7627,-84.4224,GA
Data Migration Analyst/Developer,$55K-$122K (Glassdoor est.),55000,122000,88500,4.7,"Method360
4.7","Atlanta, GA","San Francisco, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Optimal Solutions Integration, Capgemini",-1,33.7627,-84.4224,GA
Criminal Data Entry Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,2.8,"InfoMart, Inc.
2.8","Marietta, GA","Marietta, GA",51 to 200 employees,1989,Company - Private,Building & Personnel Services,Business Services,$10 to $25 million (USD),-1,-1,33.9533,-84.5422,GA
Data Analyst â Junior,$55K-$122K (Glassdoor est.),55000,122000,88500,5,"Staffigo Technical Services, LLC
5.0","Atlanta, GA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,33.7627,-84.4224,GA
Business Analyst - Data Warehouse,$55K-$122K (Glassdoor est.),55000,122000,88500,4.8,"System Soft Technologies
4.8","Atlanta, GA","Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,33.7627,-84.4224,GA
Senior Analyst - Customer Data Ops,$55K-$122K (Glassdoor est.),55000,122000,88500,3.9,"TalentBurst, Inc.
3.9","Duluth, GA","Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKsystems, Collabera, Artech Information Systems",-1,34.0053,-84.1492,GA
EDO Data Analyst IV,$55K-$122K (Glassdoor est.),55000,122000,88500,3.5,"Truist
3.5","Atlanta, GA","Charlotte, NC",10000+ employees,2019,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,33.7627,-84.4224,GA
Data Analyst - Data architect,$55K-$122K (Glassdoor est.),55000,122000,88500,2.5,"Avacend, Inc.
2.5","Atlanta, GA","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,33.7627,-84.4224,GA
Senior Data Analyst (Information Technology),$55K-$122K (Glassdoor est.),55000,122000,88500,3.3,"Atlanta Public Schools
3.3","Atlanta, GA","Atlanta, GA",5001 to 10000 employees,-1,School / School District,Colleges & Universities,Education,$100 to $500 million (USD),"Fulton County Schools, DeKalb County School District",-1,33.7627,-84.4224,GA
Senior Analyst - Customer Data Ops,$55K-$122K (Glassdoor est.),55000,122000,88500,2.7,"Townsend & Associates, Inc.
2.7","Duluth, GA","Morris Plains, NJ",51 to 200 employees,1999,Company - Public,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,34.0053,-84.1492,GA
SENIOR DATA ANALYST - DELIVERY OPTIMIZATION,$55K-$122K (Glassdoor est.),55000,122000,88500,3.6,"Home Depot
3.6","Atlanta, GA","Atlanta, GA",10000+ employees,1978,Company - Public,-1,-1,$10+ billion (USD),"Target, Walmart",-1,33.7627,-84.4224,GA
Senior Data/Financial Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,2.6,"Logisticare
2.6","Atlanta, GA","Atlanta, GA",1001 to 5000 employees,1994,Company - Public,Transportation Management,Transportation & Logistics,$1 to $2 billion (USD),-1,-1,33.7627,-84.4224,GA
Senior Financial Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,-1,Kforce Technology Staffing,"Atlanta, GA",-1,-1,-1,-1,-1,-1,-1,-1,-1,33.7627,-84.4224,GA
Project / Data analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,4.1,"APN Software Services Inc.
4.1","Alpharetta, GA","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,34.0704,-84.2739,GA
Sr Data Management Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,3.5,"Employbridge
3.5","Atlanta, GA","Atlanta, GA",1001 to 5000 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),-1,-1,33.7627,-84.4224,GA
"Data Analyst - data modeling software (SPSS, Alteryx) - W2 work only",$55K-$122K (Glassdoor est.),55000,122000,88500,2.5,"Avacend, Inc.
2.5","Atlanta, GA","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,33.7627,-84.4224,GA
Senior Financial Data Analyst,$55K-$122K (Glassdoor est.),55000,122000,88500,4.1,"Kforce
4.1","Atlanta, GA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,33.7627,-84.4224,GA
Business Data Analyst II,$32K-$56K (Glassdoor est.),32000,56000,44000,2.5,"Avacend, Inc.
2.5","Denver, CO","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,39.7621,-104.8759,CO
Revenue Analyst - Atlanta USA - Business Revenue Financial Data,$32K-$56K (Glassdoor est.),32000,56000,44000,3.5,"Arkadin
3.5","Sandy Springs, Fulton, GA","Paris, France",1001 to 5000 employees,2001,Company - Private,Telecommunications Services,Telecommunications,$100 to $500 million (USD),"PGi, Intrado",-1,33.7627,-84.4224,GA
Data Scientist Sr. - Conversation Designer & NLP Analyst,$32K-$56K (Glassdoor est.),32000,56000,44000,3.4,"PNC Financial Services Group
3.4","Atlanta, GA","Pittsburgh, PA",10000+ employees,1845,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"J.P. Morgan, Bank of America",-1,33.7627,-84.4224,GA
Actuarial Data Analyst,$32K-$56K (Glassdoor est.),32000,56000,44000,3,"Axis Capital Holdings
3.0","Alpharetta, GA","Hamilton, Bermuda",1001 to 5000 employees,2001,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Swiss Re, Munich Re",-1,34.0704,-84.2739,GA
"Senior Data Analyst, Supply Chain Development",$32K-$56K (Glassdoor est.),32000,56000,44000,3.6,"Home Depot
3.6","Atlanta, GA","Toronto, Canada",10000+ employees,1994,Subsidiary or Business Segment,Home Centers & Hardware Stores,Retail,$1 to $2 billion (USD),-1,-1,33.7627,-84.4224,GA
Data Analyst Lead - SAP MDG Consultant,$32K-$56K (Glassdoor est.),32000,56000,44000,3.8,"Capgemini
3.8","Atlanta, GA","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",-1,33.7627,-84.4224,GA
"Analyst, Customer Data Ops",$32K-$56K (Glassdoor est.),32000,56000,44000,2.7,"Townsend
2.7","Duluth, GA","Lafayette, LA",51 to 200 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,34.0053,-84.1492,GA
SENIOR DATA ANALYST - LAST MILE OPTIMIZATION,$32K-$56K (Glassdoor est.),32000,56000,44000,3.6,"Home Depot
3.6","Atlanta, GA","Atlanta, GA",10000+ employees,1978,Company - Public,-1,-1,$10+ billion (USD),"Target, Walmart",-1,33.7627,-84.4224,GA
Public Health Data Analyst/ Manager (CDC),$32K-$56K (Glassdoor est.),32000,56000,44000,-1,4ES Corporation,"Atlanta, GA",-1,-1,-1,-1,-1,-1,-1,-1,-1,33.7627,-84.4224,GA
"Analyst, Customer Data Ops",$32K-$56K (Glassdoor est.),32000,56000,44000,3.9,"TalentBurst, Inc.
3.9","Duluth, GA","Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKsystems, Collabera, Artech Information Systems",-1,34.0053,-84.1492,GA
"Analyst, Customer Data Ops",$32K-$56K (Glassdoor est.),32000,56000,44000,2.7,"Townsend & Associates, Inc.
2.7","Duluth, GA","Morris Plains, NJ",51 to 200 employees,1999,Company - Public,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,34.0053,-84.1492,GA
Senior Analyst - Customer Data Ops- Master Data Management (MDM),$32K-$56K (Glassdoor est.),32000,56000,44000,3.4,"MaxisIT
3.4","Duluth, GA","Metuchen, NJ",201 to 500 employees,2004,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,-1,34.0053,-84.1492,GA
"Analyst, Customer Data Ops",$32K-$56K (Glassdoor est.),32000,56000,44000,3.8,"LanceSoft Inc
3.8","Duluth, GA","Herndon, VA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Mindlance, Artech Information Systems, Pyramid Consulting",-1,34.0053,-84.1492,GA
"SAS Programmer - Data Exports (Laboratory Clinical Analyst) - Future Opportunities (Marietta, GA)",$32K-$56K (Glassdoor est.),32000,56000,44000,3.6,"IQVIA
3.6","Marietta, GA","Durham, NC",10000+ employees,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"PPD, INC Research, PRA Health Sciences",-1,33.9533,-84.5422,GA
"JPSC-8011 - Senior Data Analyst - SAP BODS Administrator_ Atlanta, GA",$32K-$56K (Glassdoor est.),32000,56000,44000,4.5,"Avani Technology Solutions
4.5","Atlanta, GA","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,33.7627,-84.4224,GA
Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.8,"Quest Analytics
3.8","Overland Park, KS","Kansas City, MO",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,38.887,-94.687,KS
Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,4.5,"Mylo, a Lockton Company
4.5","Kansas City, MO","Kansas City, MO",51 to 200 employees,-1,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,-1,-1,39.1239,-94.5541,MO
Data Analyst II,$48K-$83K (Glassdoor est.),48000,83000,65500,3.3,"Ferrellgas
3.3","Overland Park, KS","Overland Park, KS",1001 to 5000 employees,1939,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),-1,-1,38.887,-94.687,KS
Data Analyst - 20,$48K-$83K (Glassdoor est.),48000,83000,65500,4.8,"Genesys Talent
4.8","Overland Park, KS","Houston, TX",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Marketing Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.2,"Concorde Career Colleges, Inc.
3.2","Mission, KS","Shawnee Mission, KS",1001 to 5000 employees,1986,Company - Private,Education Training Services,Education,$100 to $500 million (USD),American Career College,-1,39.027,-94.6568,KS
Data Analyst I,$48K-$83K (Glassdoor est.),48000,83000,65500,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
"Cloud Data Analyst - Apptio, Cost Management, PowerBI - Kansas City, MO",$48K-$83K (Glassdoor est.),48000,83000,65500,3.7,"PRIMUS Global Services Inc.,
3.7","Kansas City, MO","Irving, TX",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,39.1239,-94.5541,MO
Data Reporting Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,4.6,"Advantage Tech
4.6","Kansas City, MO","Overland Park, KS",51 to 200 employees,1997,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,39.1239,-94.5541,MO
Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.8,"Lockton
3.8","Kansas City, MO","Kansas City, MO",5001 to 10000 employees,1966,Company - Private,Insurance Agencies & Brokerages,Insurance,$1 to $2 billion (USD),"Aon, Marsh & McLennan Companies, Willis Towers Watson",-1,39.1239,-94.5541,MO
Data Business Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.7,"eMids Technologies
3.7","Overland Park, KS","Nashville, TN",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,38.887,-94.687,KS
Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,4.5,"Nexus IT Group
4.5","Kansas City, MO","Overland Park, KS",1 to 50 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),"TEKsystems, Ciber, Insight Global",-1,39.1239,-94.5541,MO
Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.5,"GlynnDevins
3.5","Kansas City, MO","Overland Park, KS",201 to 500 employees,1987,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1,-1,39.1239,-94.5541,MO
Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,4.8,"hyrglobalsource.com
4.8","Kansas City, KS","Overland Park, KS",51 to 200 employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,39.1234,-94.7443,KS
Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.7,"Alstom Transportation
3.7","Grain Valley, MO","Paris, France",10000+ employees,1928,Subsidiary or Business Segment,Transportation Management,Transportation & Logistics,$5 to $10 billion (USD),Bombardier,-1,39.0168,-94.2085,MO
Sr. Data Operations Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.8,"Quest Analytics
3.8","Overland Park, KS","Kansas City, MO",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,38.887,-94.687,KS
Reporting Analyst Data Steward,$48K-$83K (Glassdoor est.),48000,83000,65500,3.5,"Imperial PFS
3.5","Kansas City, MO","Kansas City, MO",501 to 1000 employees,1977,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,39.1239,-94.5541,MO
Cloud Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,2.9,"Vensoft Inc
2.9","Kansas City, MO","Glendale, AZ",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1,39.1239,-94.5541,MO
Data & Reporting Analyst - Investment Accounting,$48K-$83K (Glassdoor est.),48000,83000,65500,3.3,"Security Benefit
3.3","Overland Park, KS","Topeka, KS",1001 to 5000 employees,1891,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Cloud Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,-1,Kforce Technology Staffing,"Kansas City, MO",-1,-1,-1,-1,-1,-1,-1,-1,-1,39.1239,-94.5541,MO
Senior Environmental Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.8,"Haley & Aldrich, Inc
3.8","Kansas City, KS","Burlington, MA",501 to 1000 employees,1957,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1,-1,39.1234,-94.7443,KS
Data Analyst II,$48K-$83K (Glassdoor est.),48000,83000,65500,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,-1,hyrglobalsource.com,"Kansas City, KS",-1,-1,-1,-1,-1,-1,-1,-1,-1,39.1234,-94.7443,KS
Data Analyst - MicroStrategy and SQL - W2 work only,$48K-$83K (Glassdoor est.),48000,83000,65500,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Data Analyst HRIS,$48K-$83K (Glassdoor est.),48000,83000,65500,-1,hyrglobalsource.com,"Kansas City, KS",-1,-1,-1,-1,-1,-1,-1,-1,-1,39.1234,-94.7443,KS
Project Analyst / Data Analyst (Advanced MS Office suite skills),$48K-$83K (Glassdoor est.),48000,83000,65500,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.7,"AREVA T&D
3.7","Grain Valley, MO","Saint-Ouen, France",10000+ employees,1928,Company - Public,Industrial Manufacturing,Manufacturing,$5 to $10 billion (USD),"Siemens, Thales",-1,39.0168,-94.2085,MO
Data Analyst with Telecom Experience,$48K-$83K (Glassdoor est.),48000,83000,65500,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Enrollment Management Data Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,-1,Cleveland University-Kansas City,"Overland Park, KS",-1,-1,-1,-1,-1,-1,-1,-1,-1,38.887,-94.687,KS
Sr Data Architect Analyst,$48K-$83K (Glassdoor est.),48000,83000,65500,3.6,"Black & Veatch
3.6","Overland Park, KS","Overland Park, KS",10000+ employees,1915,Company - Private,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),"Burns & McDonnell, Kiewit Corporation",-1,38.887,-94.687,KS
Data Analyst HRIS,$48K-$83K (Glassdoor est.),48000,83000,65500,4.8,"hyrglobalsource.com
4.8","Kansas City, KS","Overland Park, KS",51 to 200 employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,39.1234,-94.7443,KS
"RF DATA ANALYST - TABLEAU, PRTS Patrol NIMS",$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
"Qualitative Data Analyst, Text Annotation",$59K-$83K (Glassdoor est.),59000,83000,71000,-1,PatientsVoices,"Kansas City, MO",-1,-1,-1,-1,-1,-1,-1,-1,-1,39.1239,-94.5541,MO
Data Analyst- Excel & SQL Queries - W2 work - Contract to hire,$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Data Analyst - Excel & SQL expert - $25/hr w2 - Temp To Perm,$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Security Data Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Data Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,3,"Valiant Integrated Services
3.0","Leavenworth, KS","McLean, VA",501 to 1000 employees,-1,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,-1,39.3239,-94.924,KS
Application Developer Analyst - Data Engineer,$59K-$83K (Glassdoor est.),59000,83000,71000,3.8,"Honeywell
3.8","Overland Park, KS","Charlotte, NC",10000+ employees,1885,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"GE, Johnson Controls, United Technologies",-1,38.887,-94.687,KS
Integration Data Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,-1,hyrglobalsource.com,"Kansas City, KS",-1,-1,-1,-1,-1,-1,-1,-1,-1,39.1234,-94.7443,KS
Senior Data Solutions Development Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,3.6,"Sun Life
3.6","Kansas City, MO","Toronto, Canada",10000+ employees,1865,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1,39.1239,-94.5541,MO
Associate Senior Data Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,3.8,"Cerner
3.8","Kansas City, MO","Kansas City, MO",10000+ employees,1979,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"McKesson, GE Healthcare, Epic",-1,39.1239,-94.5541,MO
Security Data Analyst I,$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
